property_type,society,sector,price,price_per_sq_ft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,apex our homes,sector 37c,0.35,3783.0,2.0,2.0,1,7.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,smart world gems,sector 89,0.9,8145.0,2.0,2.0,2,1.0,New Property,1105.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,rof ananda,sector 95,0.25,6578.0,1.0,1.0,1,4.0,New Property,344.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,unitech the residences,sector 33,1.55,9872.0,3.0,4.0,1,1.0,Relatively New,1421.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m golfestate,sector 65,7.0,18181.0,3.0,3.0,2,12.0,Moderately Old,4278.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf,sector 85,2.2,5641.0,4.0,6.0,3,10.0,Relatively New,3920.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sare green parc 2,sector 92,0.75,4745.0,3.0,3.0,3,2.0,Relatively New,1415.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,deepak minda,manesar,1.25,4715.0,4.0,4.0,3+,6.0,Moderately Old,2946.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej nature plus serenity,sector 33,1.45,8677.0,3.0,2.0,3,3.0,Under Construction,1512.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,bestech park view spa next,sector 67,3.32,12599.0,4.0,5.0,3+,12.0,Moderately Old,2385.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,godrej summit,sector 104,1.25,6778.0,3.0,4.0,3+,12.0,Relatively New,1669.0,0.0,1.0,0.0,0.0,1.0,1.0,79.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,unitech uniworld city,sector 30,3.55,14991.0,3.0,5.0,3+,16.0,Old Property,2367.0,0.0,1.0,0.0,0.0,0.0,2.0,141.0,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,emaar mgf the enclave,sector 66,1.9,10555.0,3.0,4.0,2,8.0,Relatively New,1850.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,huda plots,sector 56,2.95,20359.0,2.0,2.0,2,1.0,Moderately Old,1449.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,dlf the ultima,sector 81,2.34,11185.0,3.0,4.0,3+,14.0,Relatively New,1760.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,hsiidc sidco aravali,manesar,0.9,3648.0,4.0,4.0,3,7.0,Moderately Old,2233.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,ireo skyon,sector 60,2.12,15531.0,2.0,2.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,experion the heartsong,sector 108,1.36,6542.0,3.0,2.0,3+,2.0,Relatively New,1343.0,1.0,1.0,0.0,0.0,0.0,2.0,77.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,dlf the skycourt,sector 86,1.56,8087.0,3.0,4.0,3+,17.0,Relatively New,1580.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sare homes,sector 92,1.18,5207.0,4.0,4.0,3,8.0,Relatively New,2518.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tulip violet,sector 69,1.9,9452.0,4.0,4.0,2,0.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,unitech uniworld resorts,sector 33,9.5,23336.0,5.0,7.0,3+,2.0,Under Construction,4071.0,1.0,1.0,1.0,1.0,0.0,1.0,57.0,"28.4420° N, 77.0207° E",28.442,77.0207
house,tulip yellow,sector 69,2.95,16389.0,4.0,3.0,2,3.0,New Property,1800.0,0.0,0.0,0.0,1.0,1.0,0.0,111.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 43,8.49,31444.0,3.0,3.0,2,4.0,Relatively New,2700.0,0.0,1.0,0.0,1.0,0.0,2.0,21.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,2.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,vipul lavanya,sector 81,0.6,6666.0,2.0,2.0,1,0.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,m3m woodshire,sector 107,1.7,6141.0,4.0,5.0,3+,9.0,Relatively New,2505.0,0.0,1.0,0.0,0.0,0.0,1.0,79.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,chd avenue,sector 71,1.32,6019.0,4.0,4.0,3,14.0,Moderately Old,1985.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,bestech park view ananda,sector 81,1.45,8011.0,3.0,3.0,3,8.0,Relatively New,1650.0,0.0,0.0,0.0,0.0,1.0,2.0,128.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 3,1.5,10288.0,3.0,3.0,0,2.0,Old Property,210.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,hero homes,sector 104,1.75,10361.0,3.0,3.0,3,2.0,Under Construction,1529.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 26,8.9,32963.0,4.0,4.0,3+,2.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,1.0,82.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,tulip violet,sector 69,1.75,9459.0,3.0,4.0,2,0.0,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,2.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,experion windchants,sector 112,3.65,12312.0,3.0,4.0,3+,14.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,2.0,150.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,apna enclave,sector 3,0.55,5789.0,2.0,2.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,m3m skywalk,sector 74,1.57,11000.0,2.0,2.0,3+,10.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,1.0,1.0,137.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,hero homes,sector 104,1.9,11249.0,3.0,3.0,3,16.0,Under Construction,1365.0,0.0,0.0,0.0,1.0,0.0,2.0,103.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,4.0,3,12.0,Relatively New,1765.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,dlf city plots,sector 26,17.0,37627.0,5.0,6.0,3,2.0,Old Property,4518.0,0.0,1.0,1.0,1.0,0.0,2.0,87.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sare crescent parc,sector 92,0.7,5556.0,3.0,3.0,2,14.0,Under Construction,140.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11700.0,2.0,2.0,3,14.0,Moderately Old,1368.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,central park flower valley,sector 33,1.79,11251.0,3.0,3.0,3,3.0,Old Property,1619.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3.0,3,1.0,Under Construction,867.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,adani aangan arcade,sector 88a,0.45,7200.0,2.0,2.0,1,3.0,New Property,694.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,huda ashok vihar phase,sector 4,0.43,6615.0,2.0,2.0,1,2.0,Relatively New,722.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,palam vihar society,sector 2,3.35,7444.0,4.0,4.0,3+,2.0,New Property,5000.0,1.0,0.0,0.0,0.0,0.0,1.0,66.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,ats triumph,sector 104,2.78,8825.0,4.0,4.0,3+,11.0,Relatively New,2851.0,0.0,1.0,0.0,0.0,0.0,1.0,110.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sunischit apartments,sector 54,1.69,7954.0,3.0,3.0,3+,5.0,Old Property,1991.0,0.0,1.0,0.0,0.0,0.0,2.0,65.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,godrej air,sector 85,1.75,9589.0,3.0,3.0,2,27.0,Relatively New,1825.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,supertech araville,sector 79,1.45,7455.0,3.0,3.0,3,3.0,Relatively New,2161.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,pareena coban residences,sector 99a,1.23,6159.0,3.0,5.0,3,5.0,Relatively New,1807.0,0.0,1.0,0.0,0.0,0.0,1.0,99.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ss the leaf,sector 85,1.25,7179.0,2.0,2.0,3,10.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,godrej summit,sector 104,1.05,5833.0,3.0,4.0,3+,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,2.0,96.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 6,0.5,8333.0,3.0,3.0,2,2.0,Moderately Old,600.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,pareena mi casa,sector 68,0.92,7389.0,2.0,2.0,3,5.0,Under Construction,1127.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,orchid island,sector 51,1.7,10651.0,3.0,4.0,3,2.0,Moderately Old,1773.0,0.0,0.0,1.0,1.0,0.0,1.0,90.0,"28.4320° N, 77.0686° E",28.432,77.0686
flat,dlf the ultima,sector 81,2.12,10080.0,3.0,3.0,3+,9.0,Relatively New,1650.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,assotech blith,sector 99,0.92,6739.0,2.0,2.0,3+,22.0,Under Construction,1235.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,tarc maceo,sector 91,1.4,7407.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,"28.4014° N, 76.9225° E",28.4014,76.9225
house,international city by sobha phase 2,sector 109,6.44,26502.0,4.0,5.0,3+,3.0,New Property,2430.0,1.0,1.0,1.0,1.0,0.0,1.0,138.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,parsvnath green ville,sector 48,1.5,8787.0,3.0,3.0,3,1.0,Old Property,1600.0,0.0,0.0,0.0,0.0,0.0,2.0,128.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ss the leaf,sector 85,1.24,7122.0,2.0,2.0,3,10.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,supertech hues,sector 68,0.93,8611.0,2.0,2.0,2,11.0,New Property,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
house,independent,sector 26,12.5,38580.0,5.0,5.0,3+,2.0,Old Property,3240.0,1.0,1.0,1.0,1.0,0.0,2.0,79.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,m3m skywalk,sector 74,1.6,9512.0,2.0,2.0,2,26.0,Relatively New,1508.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,tulip violet,sector 69,3.25,10105.0,4.0,5.0,3+,14.0,Relatively New,2910.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,vipul lavanya,sector 81,1.0,8000.0,2.0,2.0,2,7.0,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3.0,3.0,3,11.0,Relatively New,2882.0,1.0,1.0,1.0,1.0,0.0,2.0,131.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,shree vardhman victoria,sector 70,1.23,9111.0,2.0,2.0,3,1.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree vardhman flora,sector 90,0.65,4814.0,2.0,2.0,3,6.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,1.0,165.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,tulip violet,sector 69,1.36,8618.0,3.0,3.0,2,12.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,2.0,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech park view residency,sector 2,0.98,6961.0,2.0,2.0,3,0.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,"28.5095° N, 77.0320° E",28.5095,77.032
house,ansal sushant lok plots,sector 43,11.5,17692.0,7.0,8.0,3+,3.0,Old Property,9000.0,0.0,1.0,1.0,1.0,0.0,2.0,31.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,shreeram apartment ii,sector 4,0.21,4666.0,1.0,1.0,1,2.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,dlf new town heights,sector 86,1.25,6476.0,3.0,4.0,3+,2.0,Relatively New,1747.0,0.0,1.0,0.0,1.0,0.0,1.0,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,signature global solera 2,sector 107,0.37,6680.0,2.0,2.0,2,9.0,New Property,615.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,vatika sovereign park,sector 99,3.25,9672.0,4.0,4.0,3+,2.0,New Property,3041.0,0.0,1.0,0.0,0.0,0.0,1.0,123.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.0,2.0,2.0,1,3.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,m3m golfestate,sector 65,5.0,18518.0,3.0,3.0,3+,28.0,Relatively New,2800.0,0.0,1.0,0.0,1.0,0.0,2.0,165.0,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 26,7.0,39260.0,5.0,5.0,2,3.0,Relatively New,1783.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ireo skyon,sector 60,3.7,13214.0,4.0,5.0,3,10.0,Relatively New,2534.0,0.0,1.0,0.0,0.0,0.0,2.0,165.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,imperia the esfera,sector 37c,0.7,4879.0,2.0,3.0,3+,12.0,Under Construction,1299.0,1.0,0.0,0.0,0.0,1.0,1.0,58.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,ss the leaf,sector 85,1.09,6661.0,2.0,2.0,3,5.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,signature global solera,sector 107,0.6,8000.0,3.0,2.0,2,8.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,huda housing board colony,sector 31,4.6,31507.0,2.0,4.0,3+,3.0,Old Property,1460.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,espire south,sector 68,1.32,9050.0,2.0,2.0,2,9.0,New Property,1460.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,rof ananda,sector 95,0.46,6318.0,2.0,2.0,2,11.0,New Property,809.0,1.0,0.0,0.0,0.0,0.0,1.0,82.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,conscient heritage max,sector 102,1.75,9062.0,3.0,4.0,3+,16.0,Relatively New,1748.0,0.0,1.0,0.0,0.0,0.0,2.0,134.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,experion windchants,sector 112,5.31,11204.0,4.0,6.0,3+,15.0,Relatively New,3573.33,0.0,1.0,0.0,1.0,0.0,1.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
house,4s aradhya homes,sector 67a,1.83,6778.0,4.0,4.0,2,4.0,New Property,2700.0,0.0,0.0,0.0,1.0,0.0,2.0,145.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,m3m merlin,sector 67,3.4,14418.0,3.0,4.0,3,16.0,Relatively New,2016.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,umang winter hills,sector 77,1.05,5762.0,3.0,3.0,3,7.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,experion windchants,sector 112,3.4,12134.0,3.0,3.0,2,14.0,Relatively New,2225.56,0.0,0.0,0.0,0.0,0.0,2.0,159.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,m3m capital,sector 113,2.87,12489.0,4.0,4.0,3+,3.0,Under Construction,2553.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 26,17.0,37627.0,5.0,5.0,3+,2.0,Relatively New,4518.0,1.0,1.0,1.0,1.0,0.0,2.0,124.0,"28.4757° N, 77.1032° E",28.4757,77.1032
house,bhim nagar society,sector 6,0.4,2500.0,4.0,2.0,2,1.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,m3m sierra 68,sector 68,1.08,8674.0,2.0,2.0,3,1.0,Relatively New,1130.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,tulip ivory,sector 70,2.35,9791.0,4.0,4.0,3+,8.0,Moderately Old,2667.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,umang winter hills,sector 77,1.2,6586.0,3.0,3.0,3,14.0,Relatively New,1822.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,"28.3801° N, 76.9845° E",28.3801,76.9845
house,independent,sector 15,1.07,11889.0,2.0,2.0,1,1.0,Old Property,900.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,ansal maple crescent,sector 43,1.35,10037.0,3.0,3.0,3,2.0,Old Property,1320.0,0.0,0.0,0.0,0.0,1.0,2.0,93.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,saan verdante,sector 95,2.0,10178.0,3.0,4.0,3+,5.0,New Property,1964.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,smriti apartment,sector 56,0.45,7500.0,1.0,1.0,2,3.0,Old Property,543.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,la vida by tata housing,sector 113,1.38,12000.0,2.0,2.0,3,8.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,parsvnath green ville,sector 48,2.0,7765.0,3.0,3.0,0,15.0,Relatively New,1923.0,0.0,1.0,0.0,0.0,0.0,1.0,74.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,unitech uniworld resorts,sector 33,8.5,17820.0,5.0,5.0,3+,3.0,New Property,4770.0,1.0,1.0,1.0,1.0,0.0,2.0,145.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ss the leaf,sector 85,1.25,7179.0,2.0,2.0,2,16.0,Relatively New,1934.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,experion windchants,sector 112,3.65,11428.0,3.0,5.0,2,3.0,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,1.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ramprastha primera,sector 37d,1.08,6000.0,3.0,3.0,3,9.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,central park flower valley,sector 33,3.3,13750.0,3.0,3.0,3,2.0,Under Construction,2667.0,1.0,1.0,1.0,1.0,0.0,1.0,61.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,godrej,sector 79,1.12,7146.0,2.0,2.0,3,6.0,Relatively New,1325.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,godrej oasis,sector 88a,1.5,8108.0,3.0,3.0,3+,11.0,New Property,1674.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,adani aangan arcade,sector 88a,0.45,7194.0,2.0,2.0,1,8.0,New Property,695.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,m3m merlin,sector 67,2.98,14557.0,3.0,3.0,3,0.0,Relatively New,2047.1250944562755,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,pareena coban residences,sector 99a,1.1,7096.0,2.0,2.0,3,9.0,New Property,1368.0,1.0,0.0,0.0,0.0,0.0,1.0,88.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,bestech park view city,sector 48,2.7,11713.0,3.0,3.0,3+,7.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2.0,2.0,3,10.0,New Property,1100.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 26,5.8,32222.0,4.0,3.0,2,2.0,Relatively New,1800.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,shree vardhman victoria,sector 70,1.63,8358.0,3.0,5.0,3,12.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,central park flower valley,sector 33,1.4,21538.0,3.0,3.0,3,2.0,Under Construction,588.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,milan cghs 9,sector 39,2.0,8333.0,3.0,3.0,3+,0.0,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4434° N, 77.0515° E",28.4434,77.0515
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,shree vardhman victoria,sector 70,1.8,9230.0,3.0,4.0,3,2.0,New Property,1527.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,nirvana cedar crest,sector 50,7.1,32870.0,5.0,4.0,3,2.0,Moderately Old,2160.0,1.0,0.0,1.0,1.0,0.0,2.0,110.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ss the leaf,sector 85,1.14,6433.0,2.0,2.0,3,16.0,Relatively New,1604.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 43,2.55,13178.0,3.0,3.0,2,3.0,Relatively New,1935.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tata primanti,sector 72,5.0,11111.0,4.0,4.0,3+,2.0,Moderately Old,4500.0,1.0,1.0,0.0,1.0,1.0,2.0,174.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,pioneer araya,sector 62,8.35,19513.0,4.0,6.0,3,16.0,Relatively New,3872.0,0.0,1.0,0.0,1.0,0.0,1.0,153.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3+,9.0,Relatively New,1584.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,pareena coban residences,sector 99a,1.02,8793.0,2.0,2.0,3,3.0,Relatively New,1430.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,corona optus,sector 37c,1.26,7250.0,3.0,3.0,3,4.0,New Property,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,"28.4515° N, 76.9882° E",28.4515,76.9882
house,independent,sector 105,1.2,10118.0,3.0,2.0,1,2.0,Old Property,1185.51,0.0,0.0,0.0,0.0,0.0,1.0,9.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,emaar digihomes,sector 62,3.95,15262.0,3.0,3.0,3,33.0,New Property,2876.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.4139° N, 77.0886° E",28.4139,77.0886
house,dlf city plots phase 2,sector 25,15.5,34307.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,144.0,"28.4844° N, 77.0860° E",28.4844,77.086
